DID,SSN,ITEMID
1664,15452651,14
1665,15452652,15
1666,15452653,16
1667,15452654,17
1668,15452655,18
1669,15452656,19
1670,15452657,20
1671,15452658,21
1672,15452659,22
1673,15452660,23
1674,15452661,24
1675,15452662,25
1676,15452663,26
1677,15452664,27
1678,15452665,28
1679,15452666,29
1680,15452667,30
1681,15452668,1
1682,15452669,2
1683,15452670,3
1684,15452671,4
1685,15452672,5
1686,15452673,6
1687,15452674,7
1688,15452675,8
1689,15452676,9
1690,15452677,10
1691,15452678,11
1692,15452679,12
1693,15452680,13
1694,15452681,14
1695,15452682,15
1696,15452683,16
1697,15452684,17
1698,15452685,18
1699,15452686,19
1700,15452687,20
1701,15452688,21
1702,15452689,22
1703,15452690,23
1704,15452691,24
1705,15452692,25
1706,15452693,26
1707,15452694,27
1708,15452695,28
1709,15452696,29
1710,15452697,30
1711,15452698,1
1712,15452699,2
1713,15452700,3
1714,15452701,22
1715,15452702,22
1716,15452703,22
1717,15452704,22
1718,15452705,22
1719,15452706,22
1720,15452707,22
1721,15452708,22
1722,15452709,22
1723,15452710,22
1724,15452711,22
1725,15452712,22
1726,15452713,22
1727,15452714,22
1728,15452715,22
1729,15452716,22
1730,15452717,22
1731,15452718,22
1732,15452719,22
1733,15452720,22
1734,15452721,22
1735,15452722,22
1736,15452723,22
1737,15452724,22
1738,15452725,22
1739,15452726,22
1740,15452727,22
1741,15452728,22
1742,15452729,22
1743,15452730,22
1744,15452731,22
1745,15452732,22
1746,15452733,22
1747,15452734,22
1748,15452735,22
1749,15452736,22
1750,15452737,22
1751,15452738,22
1752,15452739,22
1753,15452740,22
1754,15452741,22
1755,15452742,22
1756,15452743,22
1757,15452744,22
1758,15452745,22
1759,15452746,22
1760,15452747,22
1761,15452748,22
1762,15452749,22
1763,15452750,22
1764,15452751,22
1765,15452752,22
1766,15452753,22
1767,15452754,22
1768,15452755,22
1769,15452756,22
1770,15452757,22
1771,15452758,22
1772,15452759,22
1773,15452760,22
1774,15452761,22
1775,15452762,22
1776,15452763,22
1777,15452764,22
1778,15452765,22
1779,15452766,22
1780,15452767,22
1781,15452768,22
1782,15452769,22
1783,15452770,22
1784,15452771,22
1785,15452772,22
1786,15452773,22
1787,15452774,22
1788,15452775,22
1789,15452776,22
1790,15452777,22
1791,15452778,22
1792,15452779,22
1793,15452780,22
1794,15452781,22
1795,15452782,22
1796,15452783,22
1797,15452784,22
1798,15452785,22
1799,15452786,22
1800,15452787,22
1801,15452788,22
1802,15452789,22
1803,15452790,22
1804,15452791,22
1805,15452792,22
1806,15452793,22
1807,15452794,22
1808,15452795,22
1809,15452796,22
1810,15452797,22
1811,15452798,22
1812,15452799,22
1813,15452800,22
1814,15452801,22
1815,15452802,22
1816,15452803,22
1817,15452804,22
1818,15452805,22
1819,15452806,22
1820,15452807,22
1821,15452808,22
1822,15452809,22
1823,15452810,22
1824,15452811,22
1825,15452812,22
1826,15452813,22
1827,15452814,22
1828,15452815,22
1829,15452816,22
1830,15452817,22
1831,15452818,22
1832,15452819,22
1833,15452820,22
1834,15452821,22
1835,15452822,22
1836,15452823,22
1837,15452824,22
1838,15452825,22
1839,15452826,22
1840,15452827,22
1841,15452828,22
1842,15452829,22
1843,15452830,22
1844,15452831,22
1845,15452832,22
1846,15452833,22
1847,15452834,22
1848,15452835,22
1849,15452836,22
1850,15452837,22
1851,15452838,22
1852,15452839,22
1853,15452840,22
1854,15452841,22
1855,15452842,22
1856,15452843,22
1857,15452844,22
1858,15452845,22
1859,15452846,22
1860,15452847,22
1861,15452848,22
1862,15452849,22
1863,15452850,22
1864,15452851,22
1865,15452852,22
1866,15452853,22
1867,15452854,22
1868,15452855,22
1869,15452856,22
1870,15452857,22
1871,15452858,22
1872,15452859,22
1873,15452860,22
1874,15452861,22
1875,15452862,22
1876,15452863,22
1877,15452864,22
1878,15452865,22
1879,15452866,22
1880,15452867,22
1881,15452868,22
1882,15452869,22
1883,15452870,22
1884,15452871,22
1885,15452872,22
1886,15452873,22
1887,15452874,22
1888,15452875,22
1889,15452876,22
1890,15452877,22
1891,15452878,22
1892,15452879,22
1893,15452880,22
1894,15452881,22
1895,15452882,22
1896,15452883,22
1897,15452884,22
1898,15452885,22
1899,15452886,22
1900,15452887,22
1901,15452888,22
1902,15452889,22
1903,15452890,22
1904,15452891,22
1905,15452892,22
1906,15452893,22
1907,15452894,22
1908,15452895,22
1909,15452896,22
1910,15452897,22
1911,15452898,22
1912,15452899,22
1913,15452900,22
1914,15452901,22
1915,15452902,22
1916,15452903,22
1917,15452904,22
1918,15452905,22
1919,15452906,22
1920,15452907,22
1921,15452908,22
1922,15452909,22
1923,15452910,22
1924,15452911,22
1925,15452912,22
1926,15452913,22
1927,15452914,22
1928,15452915,22
1929,15452916,22
1930,15452917,22
1931,15452918,22
1932,15452919,22
1933,15452920,22
1934,15452921,22
1935,15452922,22
1936,15452923,22
1937,15452924,22
1938,15452925,22
1939,15452926,22
1940,15452927,22
1941,15452928,22
1942,15452929,22
1943,15452930,22
1944,15452931,22
1945,15452932,22
1946,15452933,22
1947,15452934,22
1948,15452935,22
1949,15452936,22
1950,15452937,22
1951,15452938,22
1952,15452939,22
1953,15452940,22
1954,15452941,22
1955,15452942,22
1956,15452943,22
1957,15452944,22
1958,15452945,22
1959,15452946,22
1960,15452947,22
1961,15452948,22
1962,15452949,22
1963,15452950,22
1964,15452951,22
1965,15452952,22
1966,15452953,22
1967,15452954,22
1968,15452955,22
1969,15452956,22
1970,15452957,22
1971,15452958,22
1972,15452959,22
1973,15452960,22
1974,15452961,22
1975,15452962,22
1976,15452963,22
1977,15452964,22
1978,15452965,22
1979,15452966,22
1980,15452967,22
1981,15452968,22
1982,15452969,22
1983,15452970,22
1984,15452971,22
1985,15452972,22
1986,15452973,22
1987,15452974,22
1988,15452975,22
1989,15452976,22
1990,15452977,22
1991,15452978,22
1992,15452979,22
1993,15452980,22
1994,15452981,22
1995,15452982,22
1996,15452983,22
1997,15452984,22
1998,15452985,22
1999,15452986,22
2000,15452987,22
2001,15452988,22
2002,15452989,22
2003,15452990,22
2004,15452991,22
2005,15452992,22
2006,15452993,22
2007,15452994,22
2008,15452995,22
2009,15452996,22
2010,15452997,22
2011,15452998,22
2012,15452999,22
2013,15453000,22
2014,15453001,22
2015,15453002,22
2016,15453003,22
2017,15453004,22
2018,15453005,22
2019,15453006,22
2020,15453007,22
2021,15453008,22
2022,15453009,22
2023,15453010,22
2024,15453011,22
2025,15453012,22
2026,15453013,22
2027,15453014,22
2028,15453015,22
2029,15453016,22
2030,15453017,22
2031,15453018,22
2032,15453019,22
2033,15453020,22
2034,15453021,22
2035,15453022,22
2036,15453023,22
2037,15453024,22
2038,15453025,22
2039,15453026,22
2040,15453027,22
2041,15453028,22
2042,15453029,22
2043,15453030,22
2044,15453031,22
2045,15453032,22
2046,15453033,22
2047,15453034,22
2048,15453035,22
2049,15453036,22
2050,15453037,22
2051,15453038,22
2052,15453039,22
2053,15453040,22
2054,15453041,22
2055,15453042,22
2056,15453043,22
2057,15453044,22
2058,15453045,22
2059,15453046,22
2060,15453047,22
2061,15453048,22
2062,15453049,22
2063,15453050,22
2064,15453051,22
2065,15453052,22
2066,15453053,22
2067,15453054,22
2068,15453055,22
2069,15453056,22
2070,15453057,22
2071,15453058,22
2072,15453059,22
2073,15453060,22
2074,15453061,22
2075,15453062,22
2076,15453063,22
2077,15453064,22
2078,15453065,22
2079,15453066,22
2080,15453067,22
2081,15453068,22
2082,15453069,22
2083,15453070,22
2084,15453071,22
2085,15453072,22
2086,15453073,22
2087,15453074,22
2088,15453075,22
2089,15453076,22
2090,15453077,22
2091,15453078,22
2092,15453079,22
2093,15453080,22
2094,15453081,22
2095,15453082,22
2096,15453083,22
2097,15453084,22
2098,15453085,22
2099,15453086,22
2100,15453087,22
2101,15453088,22
2102,15453089,22
2103,15453090,22
2104,15453091,22
2105,15453092,22
2106,15453093,22
2107,15453094,22
2108,15453095,22
2109,15453096,22
2110,15453097,22
2111,15453098,22
2112,15453099,22
2113,15453100,22
2114,15453101,22
2115,15453102,22
2116,15453103,22
2117,15453104,22
2118,15453105,22
2119,15453106,22
2120,15453107,22
2121,15453108,22
2122,15453109,22
2123,15453110,22
2124,15453111,22
2125,15453112,22
2126,15453113,22
2127,15453114,22
2128,15453115,22
2129,15453116,22
2130,15453117,22
2131,15453118,22
2132,15453119,22
2133,15453120,22
2134,15453121,22
2135,15453122,22
2136,15453123,22
2137,15453124,22
2138,15453125,22
2139,15453126,22
2140,15453127,22
2141,15453128,22
2142,15453129,22
2143,15453130,22
2144,15453131,22
2145,15453132,22
2146,15453133,22
2147,15453134,22
2148,15453135,22
2149,15453136,22
2150,15453137,22
2151,15453138,22
2152,15453139,22
2153,15453140,22
2154,15453141,22
2155,15453142,22
2156,15453143,22
2157,15453144,22
2158,15453145,22
2159,15453146,22
2160,15453147,22
2161,15453148,22
2162,15453149,22
2163,15453150,22
2164,15453151,22
2165,15453152,22
2166,15453153,22
2167,15453154,22
2168,15453155,22
2169,15453156,22
2170,15453157,22
2171,15453158,22
2172,15453159,22
2173,15453160,22
2174,15453161,22
2175,15453162,22
2176,15453163,22
2177,15453164,22
2178,15453165,22
2179,15453166,22
2180,15453167,22
2181,15453168,22
2182,15453169,22
2183,15453170,22
2184,15453171,22
2185,15453172,22
2186,15453173,22
2187,15453174,22
2188,15453175,22
2189,15453176,22
2190,15453177,22
2191,15453178,22
2192,15453179,22
2193,15453180,22
2194,15453181,22
2195,15453182,22
2196,15453183,22
2197,15453184,22
2198,15453185,22
2199,15453186,22
2200,15453187,22
2201,15453188,22
2202,15453189,22
2203,15453190,22
2204,15453191,22
2205,15453192,22
2206,15453193,22
2207,15453194,22
2208,15453195,22
2209,15453196,22
2210,15453197,22
2211,15453198,22
2212,15453199,22
2213,15453200,22
2214,15453201,22
2215,15453202,22
2216,15453203,22
2217,15453204,22
2218,15453205,22
2219,15453206,22
2220,15453207,22
2221,15453208,22
2222,15453209,22
2223,15453210,22
2224,15453211,22
2225,15453212,22
2226,15453213,22
2227,15453214,22
2228,15453215,22
2229,15453216,22
2230,15453217,22
2231,15453218,22
2232,15453219,22
2233,15453220,22
2234,15453221,22
2235,15453222,22
2236,15453223,22
2237,15453224,22
2238,15453225,22
2239,15453226,22
2240,15453227,22
2241,15453228,22
2242,15453229,22
2243,15453230,22
2244,15453231,22
2245,15453232,22
2246,15453233,22
2247,15453234,22
2248,15453235,22
2249,15453236,22
2250,15453237,22
2251,15453238,22
2252,15453239,22
2253,15453240,22
2254,15453241,22
2255,15453242,22
2256,15453243,22
2257,15453244,22
2258,15453245,22
2259,15453246,22
2260,15453247,22
2261,15453248,22
2262,15453249,22
2263,15453250,22
2264,15453251,22
2265,15453252,22
2266,15453253,22
2267,15453254,22
2268,15453255,22
2269,15453256,22
2270,15453257,22
2271,15453258,22
2272,15453259,22
2273,15453260,22
2274,15453261,22
2275,15453262,22
2276,15453263,22
2277,15453264,22
2278,15453265,22
2279,15453266,22
2280,15453267,22
2281,15453268,22
2282,15453269,22
2283,15453270,22
2284,15453271,22
2285,15453272,22
2286,15453273,22
2287,15453274,22
2288,15453275,22
2289,15453276,22
2290,15453277,22
2291,15453278,22
2292,15453279,22
2293,15453280,22
2294,15453281,22
2295,15453282,22
2296,15453283,22
2297,15453284,22
2298,15453285,22
2299,15453286,22
2300,15453287,22
2301,15453288,22
2302,15453289,22
2303,15453290,22
2304,15453291,22
2305,15453292,22
2306,15453293,22
2307,15453294,22
2308,15453295,22
2309,15453296,22
2310,15453297,22
2311,15453298,22
2312,15453299,22
2313,15453300,22
2314,15453301,22
2315,15453302,22
2316,15453303,22
2317,15453304,22
2318,15453305,22
2319,15453306,22
2320,15453307,22
2321,15453308,22
2322,15453309,22
2323,15453310,22
2324,15453311,22
2325,15453312,22
2326,15453313,22
2327,15453314,22
2328,15453315,22
2329,15453316,22
2330,15453317,22
2331,15453318,22
2332,15453319,22
2333,15453320,22
2334,15453321,22
2335,15453322,22
2336,15453323,22
2337,15453324,22
2338,15453325,22
2339,15453326,22
2340,15453327,22
2341,15453328,22
2342,15453329,22
2343,15453330,22
2344,15453331,22
2345,15453332,22
2346,15453333,22
2347,15453334,22
2348,15453335,22
2349,15453336,22
2350,15453337,22
2351,15453338,22
2352,15453339,22
2353,15453340,22
2354,15453341,22
2355,15453342,22
2356,15453343,22
2357,15453344,22
2358,15453345,22
2359,15453346,22
2360,15453347,22
2361,15453348,22
2362,15453349,22
2363,15453350,22
2364,15453351,22
2365,15453352,22
2366,15453353,22
2367,15453354,22
2368,15453355,22
2369,15453356,22
2370,15453357,22
2371,15453358,22
2372,15453359,22
2373,15453360,22
2374,15453361,22
2375,15453362,22
2376,15453363,22
2377,15453364,22
2378,15453365,22
2379,15453366,22
2380,15453367,22
2381,15453368,22
2382,15453369,22
2383,15453370,22
2384,15453371,22
2385,15453372,22
2386,15453373,22
2387,15453374,22
2388,15453375,22
2389,15453376,22
2390,15453377,22
2391,15453378,22
2392,15453379,22
2393,15453380,22
2394,15453381,22
2395,15453382,22
2396,15453383,22
2397,15453384,22
2398,15453385,22
2399,15453386,22
2400,15453387,22
2401,15453388,22
2402,15453389,22
2403,15453390,22
2404,15453391,22
2405,15453392,22
2406,15453393,22
2407,15453394,22
2408,15453395,22
2409,15453396,22
2410,15453397,22
2411,15453398,22
2412,15453399,22
2413,15453400,22
2414,15453401,22
2415,15453402,22
2416,15453403,22
2417,15453404,22
2418,15453405,22
2419,15453406,22
2420,15453407,22
2421,15453408,22
2422,15453409,22
2423,15453410,22
2424,15453411,22
2425,15453412,22
2426,15453413,22
2427,15453414,22
2428,15453415,22
2429,15453416,22
2430,15453417,22
2431,15453418,22
2432,15453419,22
2433,15453420,22
2434,15453421,22
2435,15453422,22
2436,15453423,22
2437,15453424,22
2438,15453425,22
2439,15453426,22
2440,15453427,22
2441,15453428,22
2442,15453429,22
2443,15453430,22
2444,15453431,22
2445,15453432,22
2446,15453433,22
2447,15453434,22
2448,15453435,22
2449,15453436,22
2450,15453437,22
2451,15453438,22
2452,15453439,22
2453,15453440,22
2454,15453441,22
2455,15453442,22
2456,15453443,22
2457,15453444,22
2458,15453445,22
2459,15453446,22
2460,15453447,22
2461,15453448,22
2462,15453449,22
2463,15453450,22
2464,15453451,22
2465,15453452,22
2466,15453453,22
2467,15453454,22
2468,15453455,22
2469,15453456,22
2470,15453457,22
2471,15453458,22
2472,15453459,22
2473,15453460,22
2474,15453461,22
2475,15453462,22
2476,15453463,22
2477,15453464,22
2478,15453465,22
2479,15453466,22
2480,15453467,22
2481,15453468,22
2482,15453469,22
2483,15453470,22
2484,15453471,22
2485,15453472,22
2486,15453473,22
2487,15453474,22
2488,15453475,22
2489,15453476,22
2490,15453477,22
2491,15453478,22
2492,15453479,22
2493,15453480,22
2494,15453481,22
2495,15453482,22
2496,15453483,22
2497,15453484,22
2498,15453485,22
2499,15453486,22
2500,15453487,22
2501,15453488,22
2502,15453489,22
2503,15453490,22
2504,15453491,22
2505,15453492,22
2506,15453493,22
2507,15453494,22
2508,15453495,22
2509,15453496,22
2510,15453497,22
2511,15453498,22
2512,15453499,22
2513,15453500,22
2514,15453501,22
2515,15453502,22
2516,15453503,22
2517,15453504,22
2518,15453505,22
2519,15453506,22
2520,15453507,22
2521,15453508,22
2522,15453509,22
2523,15453510,22
2524,15453511,22
2525,15453512,22
2526,15453513,22
2527,15453514,22
2528,15453515,22
2529,15453516,22
2530,15453517,22
2531,15453518,22
2532,15453519,22
2533,15453520,22
2534,15453521,22
2535,15453522,22
2536,15453523,22
2537,15453524,22
2538,15453525,22
2539,15453526,22
2540,15453527,22
2541,15453528,22
2542,15453529,22
2543,15453530,22
2544,15453531,22
2545,15453532,22
2546,15453533,22
2547,15453534,22
2548,15453535,22
2549,15453536,22
2550,15453537,22
2551,15453538,22
2552,15453539,22
2553,15453540,22
2554,15453541,22
2555,15453542,22
2556,15453543,22
2557,15453544,22
2558,15453545,22
2559,15453546,22
2560,15453547,22
2561,15453548,22
2562,15453549,22
2563,15453550,22
2564,15453551,22
2565,15453552,22
2566,15453553,22
2567,15453554,22
2568,15453555,22
2569,15453556,22
2570,15453557,22
2571,15453558,22
2572,15453559,22
2573,15453560,22
2574,15453561,22
2575,15453562,22
2576,15453563,22
2577,15453564,22
2578,15453565,22
2579,15453566,22
2580,15453567,22
2581,15453568,22
2582,15453569,22
2583,15453570,22
2584,15453571,22
2585,15453572,22
2586,15453573,22
2587,15453574,22
2588,15453575,22
2589,15453576,22
2590,15453577,22
2591,15453578,22
2592,15453579,22
2593,15453580,22
2594,15453581,22
2595,15453582,22
2596,15453583,22
2597,15453584,22
2598,15453585,22
2599,15453586,22
2600,15453587,22
2601,15453588,22
2602,15453589,22
2603,15453590,22
2604,15453591,22
2605,15453592,22
2606,15453593,22
2607,15453594,22
2608,15453595,22
2609,15453596,22
2610,15453597,22
2611,15453598,22
2612,15453599,22
2613,15453600,22
2614,15453601,22
2615,15453602,22
2616,15453603,22
2617,15453604,22
2618,15453605,22
2619,15453606,22
2620,15453607,22
2621,15453608,22
2622,15453609,22
2623,15453610,22
2624,15453611,22
2625,15453612,22
2626,15453613,22
2627,15453614,22
2628,15453615,22
2629,15453616,22
2630,15453617,22
2631,15453618,22
2632,15453619,22
2633,15453620,22
2634,15453621,22
2635,15453622,22
2636,15453623,22
2637,15453624,22
2638,15453625,22
2639,15453626,22
2640,15453627,22
2641,15453628,22
2642,15453629,22
2643,15453630,22
2644,15453631,22
2645,15453632,22
2646,15453633,22
2647,15453634,22
2648,15453635,22
2649,15453636,22
2650,15453637,22
2651,15453638,22
2652,15453639,22
2653,15453640,22
2654,15453641,22
2655,15453642,22
2656,15453643,22
2657,15453644,22
2658,15453645,22
2659,15453646,22
2660,15453647,22
2661,15453648,22
2662,15453649,22
2663,15453650,22
2664,15453651,22
2665,15453652,22
2666,15453653,22
2667,15453654,22
2668,15453655,22
2669,15453656,22
2670,15453657,22
2671,15453658,22
2672,15453659,22
2673,15453660,22
2674,15453661,22
2675,15453662,22
2676,15453663,22
2677,15453664,22
2678,15453665,22
2679,15453666,22
2680,15453667,22
2681,15453668,22
2682,15453669,22
2683,15453670,22
2684,15453671,22
2685,15453672,22
2686,15453673,22
2687,15453674,22
2688,15453675,22
2689,15453676,22
2690,15453677,22
2691,15453678,22
2692,15453679,22
2693,15453680,22
2694,15453681,22
2695,15453682,22
2696,15453683,22
2697,15453684,22
2698,15453685,22
2699,15453686,22
2700,15453687,22
2701,15453688,22
2702,15453689,22
2703,15453690,22
2704,15453691,22
2705,15453692,22
2706,15453693,22
2707,15453694,22
2708,15453695,22
2709,15453696,22
2710,15453697,22
2711,15453698,22
2712,15453699,22
2713,15453700,22
2714,15453701,22
2715,15453702,22
2716,15453703,22
2717,15453704,22
2718,15453705,22
2719,15453706,22
2720,15453707,22
2721,15453708,22
2722,15453709,22
2723,15453710,22
2724,15453711,22
2725,15453712,22
2726,15453713,22
2727,15453714,22
2728,15453715,22
2729,15453716,22
2730,15453717,22
2731,15453718,22
2732,15453719,22
2733,15453720,22
2734,15453721,22
2735,15453722,22
2736,15453723,22
2737,15453724,22
2738,15453725,22
2739,15453726,22
2740,15453727,22
2741,15453728,22
2742,15453729,22
2743,15453730,22
2744,15453731,22
2745,15453732,22
2746,15453733,22
2747,15453734,22
2748,15453735,22
2749,15453736,22
2750,15453737,22
2751,15453738,22
2752,15453739,22
2753,15453740,22
2754,15453741,22
2755,15453742,22
2756,15453743,22
2757,15453744,22
2758,15453745,22
2759,15453746,22
2760,15453747,22
2761,15453748,22
2762,15453749,22
2763,15453750,22
2764,15453751,22
2765,15453752,22
2766,15453753,22
2767,15453754,22
2768,15453755,22
2769,15453756,22
2770,15453757,22
2771,15453758,22
2772,15453759,22
2773,15453760,22
2774,15453761,22
2775,15453762,22
2776,15453763,22
2777,15453764,22
2778,15453765,22
2779,15453766,22
2780,15453767,22
2781,15453768,22
2782,15453769,22
2783,15453770,22
2784,15453771,22
2785,15453772,22
2786,15453773,22
2787,15453774,22
2788,15453775,22
2789,15453776,22
2790,15453777,22
2791,15453778,22
2792,15453779,22
2793,15453780,22
2794,15453781,22
2795,15453782,22
2796,15453783,22
2797,15453784,22
2798,15453785,22
2799,15453786,22
2800,15453787,22
2801,15453788,22
2802,15453789,22
2803,15453790,22
2804,15453791,22
2805,15453792,22
2806,15453793,22
2807,15453794,22
2808,15453795,22
2809,15453796,22
2810,15453797,22
2811,15453798,22
2812,15453799,22
2813,15453800,22
2814,15453801,22
2815,15453802,22
2816,15453803,22
2817,15453804,22
2818,15453805,22
2819,15453806,22
2820,15453807,22
2821,15453808,22
2822,15453809,22
2823,15453810,22
2824,15453811,22
2825,15453812,22
2826,15453813,22
2827,15453814,22
2828,15453815,22
2829,15453816,22
2830,15453817,22
2831,15453818,22
2832,15453819,22
2833,15453820,22
2834,15453821,22
2835,15453822,22
2836,15453823,22
2837,15453824,22
2838,15453825,22
2839,15453826,22
2840,15453827,22
2841,15453828,22
2842,15453829,22
2843,15453830,22
2844,15453831,22
2845,15453832,22
2846,15453833,22
2847,15453834,22
2848,15453835,22
2849,15453836,22
2850,15453837,22
2851,15453838,22
2852,15453839,22
2853,15453840,22
2854,15453841,22
2855,15453842,22
2856,15453843,22
2857,15453844,22
2858,15453845,22
2859,15453846,22
2860,15453847,22
2861,15453848,22
2862,15453849,22
2863,15453850,22
2864,15453851,22
2865,15453852,22
2866,15453853,22
2867,15453854,22
2868,15453855,22
2869,15453856,22
2870,15453857,22
2871,15453858,22
2872,15453859,22
2873,15453860,22
2874,15453861,22
2875,15453862,22
2876,15453863,22
2877,15453864,22
2878,15453865,22
2879,15453866,22
2880,15453867,22
2881,15453868,22
2882,15453869,22
2883,15453870,22
2884,15453871,22
2885,15453872,22
2886,15453873,22
2887,15453874,22
2888,15453875,22
2889,15453876,22
2890,15453877,22
2891,15453878,22
2892,15453879,22
2893,15453880,22
2894,15453881,22
2895,15453882,22
2896,15453883,22
2897,15453884,22
2898,15453885,22
2899,15453886,22
2900,15453887,22
2901,15453888,22
2902,15453889,22
2903,15453890,22
2904,15453891,22
2905,15453892,22
2906,15453893,22
2907,15453894,22
2908,15453895,22
2909,15453896,22
2910,15453897,22
2911,15453898,22
2912,15453899,22
2913,15453900,22
2914,15453901,22
2915,15453902,22
2916,15453903,22
2917,15453904,22
2918,15453905,22
2919,15453906,22
2920,15453907,22
2921,15453908,22
2922,15453909,22
2923,15453910,22
2924,15453911,22
2925,15453912,22
2926,15453913,22
2927,15453914,22
2928,15453915,22
2929,15453916,22
2930,15453917,22
2931,15453918,22
2932,15453919,22
2933,15453920,22
2934,15453921,22
2935,15453922,22
2936,15453923,22
2937,15453924,22
2938,15453925,22
2939,15453926,22
2940,15453927,22
2941,15453928,22
2942,15453929,22
2943,15453930,22
2944,15453931,22
2945,15453932,22
2946,15453933,22
2947,15453934,22
2948,15453935,22
2949,15453936,22
2950,15453937,22
2951,15453938,22
2952,15453939,22
2953,15453940,22
2954,15453941,22
2955,15453942,22
2956,15453943,22
2957,15453944,22
2958,15453945,22
2959,15453946,22
2960,15453947,22
2961,15453948,22
2962,15453949,22
2963,15453950,22
2964,15453951,22
2965,15453952,22
2966,15453953,22
2967,15453954,22
2968,15453955,22
2969,15453956,22
2970,15453957,22
2971,15453958,22
2972,15453959,22
2973,15453960,22
2974,15453961,22
2975,15453962,22
2976,15453963,22
2977,15453964,22
2978,15453965,22
2979,15453966,22
2980,15453967,22
2981,15453968,22
2982,15453969,22
2983,15453970,22
2984,15453971,22
2985,15453972,22
2986,15453973,22
2987,15453974,22
2988,15453975,22
2989,15453976,22
2990,15453977,22
2991,15453978,22
2992,15453979,22
2993,15453980,22
2994,15453981,22
2995,15453982,22
2996,15453983,22
2997,15453984,22
2998,15453985,22
2999,15453986,22
3000,15453987,22
3001,15453988,22
3002,15453989,22
3003,15453990,22
3004,15453991,22
3005,15453992,22
3006,15453993,22
3007,15453994,22
3008,15453995,22
3009,15453996,22
3010,15453997,22
3011,15453998,22
3012,15453999,22
3013,15454000,22
3014,15454001,22
3015,15454002,22
3016,15454003,22
3017,15454004,22
3018,15454005,22
3019,15454006,22
3020,15454007,22
3021,15454008,22
3022,15454009,22
3023,15454010,22
3024,15454011,22
3025,15454012,22
3026,15454013,22
3027,15454014,22
3028,15454015,22
3029,15454016,22
3030,15454017,22
3031,15454018,22
3032,15454019,22
3033,15454020,22
3034,15454021,22
3035,15454022,22
3036,15454023,22
3037,15454024,7
3038,15454025,7
3039,15454026,7
3040,15454027,7
3041,15454028,7
3042,15454029,7
3043,15454030,7
3044,15454031,7
3045,15454032,7
3046,15454033,7
3047,15454034,7
3048,15454035,7
3049,15454036,7
3050,15454037,7
3051,15454038,7
3052,15454039,7
3053,15454040,7
3054,15454041,7
3055,15454042,7
3056,15454043,7
3057,15454044,7
3058,15454045,7
3059,15454046,7
3060,15454047,7
3061,15454048,7
3062,15454049,7
3063,15454050,7
3064,15454051,7
3065,15454052,7
3066,15454053,7
3067,15454054,7
3068,15454055,7
3069,15454056,7
3070,15454057,7
3071,15454058,7
3072,15454059,7
3073,15454060,7
3074,15454061,7
3075,15454062,7
3076,15454063,7
3077,15454064,7
3078,15454065,7
3079,15454066,7
3080,15454067,7
3081,15454068,7
3082,15454069,7
3083,15454070,7
3084,15454071,7
3085,15454072,7
3086,15454073,7
3087,15454074,7
3088,15454075,28
3089,15454076,29
3090,15454077,30
3091,15454078,1
3092,15454079,2
3093,15454080,3
3094,15454081,4
3095,15454082,5
3096,15454083,6
3097,15454084,7
3098,15454085,8
3099,15454086,9
3100,15454087,10
3101,15454088,11
3102,15454089,12
3103,15454090,13
3104,15454091,14
3105,15454092,15
3106,15454093,16
3107,15454094,17
3108,15454095,18
3109,15454096,19
3110,15454097,20
3111,15454098,21
3112,15454099,22
3113,15454100,23
3114,15454101,24
3115,15454102,25
3116,15454103,26
3117,15454104,27
3118,15454105,28
3119,15454106,29
3120,15454107,30
3121,15454108,1
3122,15454109,2
3123,15454110,3
3124,15454111,4
3125,15454112,5
3126,15454113,6
3127,15454114,7
3128,15454115,8
3129,15454116,9
3130,15454117,10
3131,15454118,11
3132,15454119,12
3133,15454120,13
3134,15454121,14
3135,15454122,15
3136,15454123,16
3137,15454124,17
3138,15454125,18
3139,15454126,19
3140,15454127,20
3141,15454128,21
3142,15454129,22
3143,15454130,23
3144,15454131,24
3145,15454132,25
3146,15454133,26
3147,15454134,27
3148,15454135,28
3149,15454136,29
3150,15454137,30
3151,15454138,1
3152,15454139,2
3153,15454140,3
3154,15454141,4
3155,15454142,5
3156,15454143,6
3157,15454144,7
3158,15454145,8
3159,15454146,9
3160,15454147,10
3161,15454148,11
3162,15454149,12
3163,15454150,13
3164,15454151,14
3165,15454152,15
3166,15454153,16
3167,15454154,17
3168,15454155,18
3169,15454156,19
3170,15454157,20
3171,15454158,21
3172,15454159,22
3173,15454160,23
3174,15454161,24
3175,15454162,25
3176,15454163,26
3177,15454164,27
3178,15454165,28
3179,15454166,29
3180,15454167,30
3181,15454168,1
3182,15454169,2
3183,15454170,3
3184,15454171,4
3185,15454172,5
3186,15454173,6
3187,15454174,7
3188,15454175,8
3189,15454176,9
3190,15454177,9
3191,15454178,9
3192,15454179,9
3193,15454180,9
3194,15454181,9
3195,15454182,9
3196,15454183,9
3197,15454184,9
3198,15454185,9
3199,15454186,9
3200,15454187,9
3201,15454188,9
3202,15454189,9
3203,15454190,9
3204,15454191,9
3205,15454192,9
3206,15454193,9
3207,15454194,9
3208,15454195,9
3209,15454196,9
3210,15454197,9
3211,15454198,9
3212,15454199,9
3213,15454200,9
3214,15454201,4
3215,15454202,5
3216,15454203,6
3217,15454204,7
